시도교육청,지역교육청,지역,학교명,설립구분,오후돌봄운영교실수,오후돌봄참여학생수,저녁돌봄운영교실수,저녁돌봄참여학생수,1-4학년 학생수,방과후학교 연계형돌봄운영교실수,방과후학교 연계형돌봄참여학생수,5-6학년 학생수
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,반곡초등학교,공립,3,58,0,0,108,0,0,47
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,백석초등학교,공립,1,18,0,0,42,0,0,15
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,벌곡초등학교,공립,1,28,0,0,55,1,5,18
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,부적초등학교,공립,1,17,0,0,44,1,15,31
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,상월초등학교,공립,1,13,0,0,29,0,0,15
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,성덕초등학교,공립,2,57,0,0,40,0,0,11
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,성동초등학교,공립,1,17,0,0,32,1,35,21
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,양촌초등학교,공립,1,21,0,0,66,0,0,50
충청남도교육청,충청남도논산계룡교육지원청,충청남도 계룡시,엄사초등학교,공립,2,60,0,0,398,2,36,273
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,연무중앙초등학교,공립,1,24,0,0,269,0,0,168
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,연무초등학교,공립,1,16,0,0,36,0,0,20
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,연산초등학교,공립,2,38,0,0,87,7,94,39
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,왕전초등학교,공립,2,31,0,0,31,0,0,15
충청남도교육청,충청남도논산계룡교육지원청,충청남도 계룡시,용남초등학교,공립,2,53,0,0,648,0,0,416
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,원봉초등학교,공립,1,19,0,0,35,0,0,17
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,은진초등학교,공립,1,35,0,0,68,0,0,21
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,이화초등학교,공립,1,20,0,0,21,2,32,11
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,채운초등학교,공립,2,48,0,0,70,0,0,19
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,청동초등학교,공립,1,28,0,0,42,0,0,14
충청남도교육청,충청남도논산계룡교육지원청,충청남도 논산시,황화초등학교,공립,1,8,0,0,24,3,34,12
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,구룡초등학교,공립,1,18,0,0,21,0,0,14
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,궁남초등학교,공립,1,28,0,0,52,0,0,28
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,규암초등학교,공립,1,25,0,0,276,0,0,135
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,내산초등학교,공립,5,21,0,0,26,2,21,9
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,대왕초등학교,공립,1,10,0,0,13,0,0,12
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,마정초등학교,공립,1,14,0,0,7,0,0,6
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,백강초등학교,공립,1,19,0,0,33,0,0,14
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,백제초등학교,공립,2,38,0,0,145,0,0,88
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,부여초등학교,공립,2,48,0,0,424,0,0,259
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,석성초등학교,공립,1,15,0,0,19,0,0,12
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,석양초등학교,공립,1,30,0,0,37,0,0,23
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,세도초등학교,공립,1,25,0,0,38,1,25,22
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,송간초등학교,공립,1,20,0,0,30,0,0,13
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,양화초등학교,공립,1,24,0,0,14,3,24,10
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,옥산초등학교,공립,1,5,0,0,13,0,0,8
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,외산초등학교,공립,0,0,0,0,24,1,10,13
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,용당초등학교,공립,1,22,0,0,12,5,38,10
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,은산초등학교,공립,1,22,0,0,62,0,0,41
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,임천초등학교,공립,1,19,0,0,43,0,0,14
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,장암초등학교,공립,1,24,0,0,46,0,0,25
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,초촌초등학교,공립,1,17,0,0,36,4,17,19
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,충화초등학교,공립,1,10,0,0,6,0,0,4
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,합송초등학교,공립,1,25,0,0,29,0,0,19
충청남도교육청,충청남도부여교육지원청,충청남도 부여군,홍산초등학교,공립,1,24,0,0,65,4,46,33
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,관대초등학교,공립,1,13,0,0,21,0,0,13
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,금곡초등학교,공립,1,19,0,0,235,0,0,116
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,금성초등학교,공립,1,24,0,0,62,0,0,31
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,남창초등학교,공립,1,42,0,0,34,1,28,8
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,도고온천초등학교,공립,1,20,0,0,39,0,0,16
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,도고초등학교,공립,1,22,0,0,36,0,0,12
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,동덕초등학교,공립,2,45,0,0,190,0,0,96
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,동방초등학교,공립,1,25,0,0,101,0,0,52
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,둔포초등학교,공립,2,40,0,0,106,0,0,124
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,배방초등학교,공립,2,52,0,0,569,1,4,303
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,선장초등학교,공립,1,20,0,0,31,0,0,19
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,송곡초등학교,공립,1,28,0,0,176,0,0,96
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,송남초등학교,공립,2,40,0,0,160,0,0,83
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,거산초등학교,공립,2,45,0,0,79,0,0,37
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,신광초등학교,공립,2,45,0,0,207,0,0,100
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,신리초등학교,공립,2,38,0,0,522,0,0,132
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,신창초등학교,공립,2,33,0,0,348,0,0,142
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,신화초등학교,공립,1,21,0,0,21,0,0,14
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,쌍룡초등학교,공립,1,18,0,0,38,1,18,14
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,염작초등학교,공립,3,72,0,0,580,0,0,209
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,염티초등학교,공립,1,17,0,0,32,0,0,23
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,영인초등학교,공립,1,23,0,0,45,0,0,40
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,오목초등학교,공립,1,35,0,0,91,0,0,40
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,온양동신초등학교,공립,2,50,0,0,717,0,0,382
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,온양온천초등학교,공립,3,53,0,0,312,0,0,204
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,온양중앙초등학교,공립,2,49,0,0,259,0,0,136
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,온양천도초등학교,공립,2,60,0,0,611,0,0,281
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,온양초등학교,공립,1,30,0,0,254,0,0,107
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,온양초사초등학교,공립,2,58,0,0,110,0,0,33
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,용화초등학교,공립,2,50,0,0,393,0,0,235
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,월랑초등학교,공립,2,44,0,0,780,0,0,293
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,음봉초등학교,공립,1,21,0,0,39,0,0,21
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,인주초등학교,공립,1,19,0,0,110,0,0,54
충청남도교육청,충청남도아산교육지원청,충청남도 아산시,탕정초등학교,공립,1,20,0,0,772,0,0,331
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,고덕초등학교,공립,1,20,0,0,60,0,0,40
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,구만초등학교,공립,1,16,0,0,28,0,0,21
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,금오초등학교,공립,3,75,0,0,595,0,0,331
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,대술초등학교,공립,0,0,0,0,21,1,14,9
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,대흥초등학교,공립,0,0,0,0,29,2,42,13
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,덕산초등학교,공립,1,22,0,0,122,3,37,75
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,보성초등학교,공립,1,40,0,0,62,0,0,21
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,봉산초등학교,공립,1,21,0,0,25,3,19,13
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,삽교초등학교,공립,1,20,0,0,82,0,0,42
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,수덕초등학교,공립,1,17,1,9,35,0,0,12
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,시량초등학교,공립,1,17,0,0,32,0,0,17
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,신례원초등학교,공립,2,42,0,0,128,0,0,89
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,신암초등학교,공립,1,19,0,0,23,0,0,16
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,신양초등학교,공립,1,20,0,0,37,4,43,29
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,양신초등학교,공립,1,11,0,0,26,2,26,9
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,예덕초등학교,공립,1,14,0,0,22,0,0,15
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,예산중앙초등학교,공립,3,44,0,0,43,1,20,61
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,예산초등학교,공립,2,52,0,0,308,0,0,156
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,오가초등학교,공립,1,23,0,0,46,0,0,28
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,용동초등학교,공립,1,18,0,0,36,1,10,11
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,웅산초등학교,공립,1,25,0,0,34,4,27,20
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,응봉초등학교,공립,1,14,0,0,40,1,56,28
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,조림초등학교,공립,1,23,0,0,39,1,27,12
충청남도교육청,충청남도예산교육지원청,충청남도 예산군,평촌초등학교,공립,0,0,0,0,35,2,52,13
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,광덕초등학교,공립,1,26,0,0,44,0,0,17
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,대홍초등학교,공립,1,20,0,0,41,2,40,19
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,도장초등학교,공립,1,22,0,0,47,4,40,18
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,도하초등학교,공립,1,29,0,0,54,0,0,21
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,목천초등학교,공립,1,22,0,0,118,0,0,52
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,미죽초등학교,공립,1,29,0,0,44,3,29,14
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,병천초등학교,공립,1,20,0,0,140,0,0,65
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,보산원초등학교,공립,1,6,0,0,15,1,15,9
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,삼은초등학교,공립,2,35,0,0,297,0,0,192
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,성거초등학교,공립,2,49,0,0,576,0,0,313
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,성남초등학교,공립,1,14,0,0,30,2,29,13
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,성신초등학교,공립,1,14,0,0,189,0,0,102
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,성환초등학교,공립,1,35,0,0,571,0,0,353
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,수신초등학교,공립,1,19,0,0,29,0,0,14
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,신가초등학교,공립,1,26,0,0,46,2,26,21
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,신계초등학교,공립,2,45,0,0,256,2,20,139
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,신방초등학교,공립,0,0,0,0,25,1,18,5
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,신사초등학교,공립,5,54,0,0,30,0,0,12
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,안서초등학교,공립,2,50,0,0,192,0,0,102
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,양당초등학교,공립,2,32,0,0,210,0,0,96
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,양대초등학교,공립,1,22,0,0,70,2,10,47
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,용정초등학교,공립,1,17,0,0,49,0,0,22
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,위례초등학교,공립,1,42,0,0,25,1,42,18
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,은석초등학교,공립,1,31,0,0,58,0,0,27
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,입장초등학교,공립,1,26,0,0,124,0,0,75
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,직산초등학교,공립,2,42,0,0,137,0,0,65
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천동초등학교,공립,1,16,0,0,29,0,0,17
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안구성초등학교,공립,2,65,0,0,422,0,0,273
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안남산초등학교,공립,2,47,0,0,290,0,0,190
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안미라초등학교,공립,2,44,0,0,261,0,0,116
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안봉명초등학교,공립,2,50,0,0,138,0,0,77
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안봉서초등학교,공립,2,40,0,0,438,0,0,233
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안부대초등학교,공립,1,25,0,0,81,1,5,40
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안부성초등학교,공립,2,50,0,0,471,0,0,265
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안부영초등학교,공립,2,34,0,0,324,0,0,193
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안서초등학교,공립,3,57,0,0,453,0,0,244
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안성정초등학교,공립,2,50,0,0,265,0,0,154
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안신부초등학교,공립,3,70,0,0,536,0,0,262
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안신안초등학교,공립,2,42,0,0,261,0,0,148
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안신용초등학교,공립,3,50,0,0,611,0,0,306
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안신촌초등학교,공립,2,38,0,0,191,0,0,89
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안쌍용초등학교,공립,3,62,0,0,514,0,0,256
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안업성초등학교,공립,1,27,0,0,55,2,17,21
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안용암초등학교,공립,2,35,0,0,544,0,0,305
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,천안월봉초등학교,공립,2,51,0,0,749,0,0,414
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안일봉초등학교,공립,2,40,0,0,319,0,0,170
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안중앙초등학교,공립,1,22,0,0,31,0,0,21
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안청수초등학교,공립,2,39,0,0,184,1,15,116
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,천안초등학교,공립,2,52,0,0,80,1,11,59
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,풍세초등학교,공립,1,16,0,0,39,1,28,29
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 동남구,행정초등학교,공립,1,17,0,0,34,1,17,11
충청남도교육청,충청남도천안교육지원청,충청남도 천안시 서북구,환서초등학교,공립,3,67,0,0,1416,0,0,602
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,가남초등학교,공립,1,19,1,6,28,0,0,16
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,남양초등학교,공립,1,13,0,0,27,0,0,15
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,목면초등학교,공립,2,10,0,0,19,0,0,9
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,미당초등학교,공립,1,10,0,0,5,1,10,5
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,수정초등학교,공립,2,28,0,0,53,2,42,17
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,운곡초등학교,공립,1,13,0,0,26,2,33,20
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,장평초등학교,공립,1,11,0,0,22,2,24,12
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,정산초등학교,공립,1,29,0,0,84,1,29,43
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,청남초등학교,공립,1,13,0,0,22,1,24,15
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,청송초등학교,공립,1,17,0,0,26,1,27,13
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,청양초등학교,공립,3,69,0,0,281,0,0,138
충청남도교육청,충청남도청양교육지원청,충청남도 청양군,합천초등학교,공립,2,34,0,0,39,1,34,21
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,계성초등학교,공립,1,25,0,0,612,1,21,299
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,고대초등학교,공립,1,38,0,0,66,0,0,34
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,고산초등학교,공립,1,11,0,0,27,0,0,14
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,기지초등학교,공립,3,73,0,0,986,0,0,336
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,당산초등학교,공립,2,74,0,0,183,0,0,75
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,당진초등학교,공립,2,54,0,0,536,0,0,238
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,면천초등학교,공립,1,29,0,0,51,0,0,36
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,북창초등학교,공립,2,48,0,0,42,0,0,23
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,삼봉초등학교,공립,1,30,0,0,95,0,0,50
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,삼봉초등학교난지분교장,공립,1,2,0,0,2,0,0,0
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,상록초등학교,공립,2,41,0,0,259,0,0,115
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,서정초등학교,공립,2,50,0,0,550,0,0,274
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,석문초등학교,공립,1,24,0,0,74,0,0,45
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,성당초등학교,공립,1,30,0,0,57,0,0,38
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,송산초등학교,공립,2,55,0,0,95,0,0,28
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,송악초등학교,공립,2,36,0,0,203,1,53,105
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,순성초등학교,공립,2,51,0,0,79,0,0,51
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,신촌초등학교,공립,1,28,0,0,17,0,0,11
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,신평초등학교,공립,2,48,0,0,171,1,16,71
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,우강초등학교,공립,1,30,0,0,64,1,23,29
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,유곡초등학교,공립,1,35,0,0,249,0,0,104
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,전대초등학교,공립,1,27,0,0,51,0,0,22
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,정미초등학교,공립,1,25,0,0,16,0,0,8
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,조금초등학교,공립,1,23,0,0,26,1,28,22
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,천의초등학교,공립,2,41,0,0,26,0,0,13
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,초락초등학교,공립,1,3,0,0,5,0,0,6
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,탑동초등학교,공립,3,90,0,0,1187,0,0,514
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,한정초등학교,공립,1,25,0,0,50,0,0,12
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,합덕초등학교,공립,1,21,0,0,188,0,0,129
충청남도교육청,충청남도당진교육지원청,충청남도 당진시,합도초등학교,공립,1,27,0,0,46,0,0,23
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,가사초등학교,공립,3,94,0,0,62,0,0,33
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,강당초등학교,공립,3,62,0,0,48,0,0,20
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,고북초등학교,공립,1,19,0,0,48,0,0,25
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,대산초등학교,공립,2,37,0,0,235,0,0,110
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,동암초등학교,공립,2,86,0,0,61,0,0,25
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,명지초등학교,공립,1,15,0,0,108,1,3,55
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,부석초등학교,공립,2,58,0,0,42,0,0,16
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,부석초등학교간월도분교장,공립,0,0,0,0,3,1,8,5
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,부성초등학교,공립,2,42,0,0,332,0,0,146
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,부춘초등학교,공립,3,58,0,0,602,0,0,309
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,서동초등학교,공립,1,27,0,0,412,0,0,208
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,서령초등학교,공립,2,36,0,0,192,0,0,109
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,서림초등학교,공립,2,40,0,0,381,0,0,195
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,서산초등학교,공립,2,43,0,0,190,0,0,87
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,성연초등학교,공립,1,26,0,0,423,0,0,132
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,언암초등학교,공립,1,25,0,0,171,0,0,80
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,오산초등학교,공립,1,12,0,0,29,1,12,15
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,운산초등학교,공립,2,39,0,0,70,0,0,56
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,운신초등학교,공립,1,26,0,0,36,0,0,17
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,음암초등학교,공립,2,39,0,0,197,0,0,99
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,인지초등학교,공립,1,23,0,0,266,0,0,141
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,차동초등학교,공립,2,91,0,0,56,0,0,36
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,팔봉초등학교,공립,1,40,0,0,35,0,0,23
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,팔봉초등학교고파도분교장,공립,1,1,0,0,1,0,0,0
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,학돌초등학교,공립,2,40,0,0,356,0,0,189
충청남도교육청,충청남도서산교육지원청,충청남도 서산시,해미초등학교,공립,2,51,0,0,142,0,0,79
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,기산초등학교,공립,1,10,0,0,23,1,13,10
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,마동초등학교,공립,1,36,0,0,62,0,0,14
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,마산초등학교,공립,1,36,0,0,27,9,36,9
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,문산초등학교,공립,1,5,0,0,12,1,11,4
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,부내초등학교,공립,1,17,0,0,36,0,0,22
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,비인초등학교,공립,1,15,0,0,38,1,23,14
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,서남초등학교,공립,1,20,0,0,32,0,0,18
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,서도초등학교,공립,1,28,0,0,51,0,0,21
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,서면초등학교,공립,1,25,0,0,21,0,0,17
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,서천초등학교,공립,2,46,0,0,450,1,25,267
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,송림초등학교,공립,1,13,0,0,29,1,22,6
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,송석초등학교,공립,1,13,0,0,30,5,145,9
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,시초초등학교,공립,2,26,0,0,55,1,25,24
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,오성초등학교,공립,1,13,0,0,18,1,4,16
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,장항중앙초등학교,공립,1,25,0,0,156,1,7,77
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,장항초등학교,공립,2,55,0,0,113,0,0,56
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,한산초등학교,공립,1,16,0,0,28,0,0,17
충청남도교육청,충청남도서천교육지원청,충청남도 서천군,화양초등학교,공립,1,13,0,0,20,0,0,9
충청남도교육청,충청남도보령교육지원청,충청남도 보령시,개화초등학교,공립,1,17,0,0,31,0,0,10
충청남도교육청,충청남도보령교육지원청,충청남도 보령시,관당초등학교,공립,1,10,0,0,27,0,0,11
충청남도교육청,충청남도보령교육지원청,충청남도 보령시,관창초등학교,공립,1,35,0,0,75,0,0,44
충청남도교육청,충청남도보령교육지원청,충청남도 보령시,광명초등학교,공립,6,36,0,0,16,4,32,6
