시도교육청,지역교육청,지역,학교명,설립구분,오후돌봄운영교실수,오후돌봄참여학생수,저녁돌봄운영교실수,저녁돌봄참여학생수,1-4학년 학생수,방과후학교 연계형돌봄운영교실수,방과후학교 연계형돌봄참여학생수,5-6학년 학생수
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천신송초등학교,공립,2,50,0,0,480,0,0,299
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,인천금마초등학교,공립,2,44,1,2,264,0,0,111
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천은봉초등학교,공립,2,46,0,0,303,0,0,200
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천해송초등학교,공립,1,39,1,6,558,0,0,296
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천정각초등학교,공립,3,66,0,0,950,0,0,434
인천광역시교육청,인천광역시남부교육지원청,인천광역시 남구,인천경원초등학교,공립,4,100,0,0,973,0,0,444
인천광역시교육청,인천광역시남부교육지원청,인천광역시 남구,인천학산초등학교,공립,2,43,1,8,720,0,0,330
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천상아초등학교,공립,2,50,0,0,662,0,0,265
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천고잔초등학교,공립,1,23,0,0,643,0,0,397
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천공촌초등학교,공립,2,44,0,0,334,0,0,177
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천사리울초등학교,공립,2,43,0,0,330,0,0,162
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천송천초등학교,공립,2,40,0,0,421,0,0,174
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,인천운남초등학교,공립,2,48,1,10,277,0,0,155
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천원동초등학교,공립,3,72,0,0,924,0,0,433
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천신정초등학교,공립,2,41,0,0,968,0,0,567
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천초은초등학교,공립,3,74,1,1,735,1,10,366
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천가원초등학교,공립,2,48,1,20,559,0,0,172
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천청일초등학교,공립,3,69,0,0,704,0,0,346
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천도담초등학교,공립,2,50,0,0,490,1,14,162
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천장서초등학교,공립,4,98,0,0,867,0,0,210
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천연송초등학교,공립,1,27,1,1,556,0,0,195
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천예송초등학교,공립,2,34,1,2,321,0,0,110
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천송일초등학교,공립,2,45,1,28,587,0,0,255
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천첨단초등학교,공립,2,54,0,0,733,0,0,236
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천송명초등학교,공립,3,66,1,15,863,0,0,378
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천송원초등학교,공립,2,50,0,0,650,0,0,348
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천청람초등학교,공립,3,77,2,5,855,0,0,322
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천경명초등학교,공립,3,71,0,0,816,1,3,413
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,인천해원초등학교,공립,4,100,1,10,1162,0,0,549
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,인천하늘초등학교,공립,4,93,2,3,888,1,9,334
인천광역시교육청,인천광역시남부교육지원청,인천광역시 미추홀구,인천용학초등학교,공립,4,99,2,6,759,0,0,238
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천명선초등학교,공립,1,40,1,5,688,0,0,423
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,인천한빛초등학교,공립,3,76,0,0,1095,2,27,410
광주광역시교육청,교육부,광주광역시 북구,광주교육대학교광주부설초등학교,국립,1,82,0,0,388,1,16,188
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,각화초등학교,공립,2,42,2,42,248,0,0,101
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,경양초등학교,공립,2,36,0,0,275,0,0,176
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주계림초등학교,공립,2,46,0,0,352,0,0,178
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주남초등학교,공립,2,46,0,0,361,0,0,193
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주동산초등학교,공립,2,43,0,0,265,0,0,158
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주동운초등학교,공립,2,41,0,0,200,0,0,111
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주동초등학교,공립,1,19,0,0,51,0,0,29
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주동초등학교충효분교장,공립,1,19,0,0,22,0,0,16
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주문화초등학교,공립,2,43,0,0,473,0,0,223
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주산수초등학교,공립,1,20,0,0,110,0,0,52
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주서림초등학교,공립,2,46,0,0,221,0,0,100
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주서산초등학교,공립,1,23,0,0,198,0,0,129
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주서석초등학교,공립,1,18,1,1,92,0,0,66
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주수창초등학교,공립,1,22,0,0,49,0,0,41
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주양산초등학교,공립,2,35,0,0,392,0,0,231
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주용봉초등학교,공립,2,30,0,0,119,0,0,71
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주용산초등학교,공립,1,10,0,0,51,0,0,32
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주우산초등학교,공립,1,15,0,0,154,0,0,84
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주운암초등학교,공립,2,48,0,0,450,0,0,244
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주장원초등학교,공립,1,23,0,0,121,0,0,69
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주중앙초등학교,공립,1,15,0,0,26,0,0,24
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주중흥초등학교,공립,1,19,0,0,74,0,0,23
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주지산초등학교,공립,1,18,0,0,64,0,0,40
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주풍향초등학교,공립,1,24,0,0,256,0,0,129
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,광주학운초등학교,공립,2,46,2,7,328,0,0,196
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주효동초등학교,공립,1,23,0,0,221,0,0,120
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,대자초등학교,공립,2,43,0,0,588,0,0,252
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,동림초등학교,공립,2,49,0,0,542,0,0,270
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,두암초등학교,공립,2,28,0,0,331,0,0,177
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,매곡초등학교,공립,2,31,1,5,300,0,0,194
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,무등초등학교,공립,2,45,0,0,274,0,0,142
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,문산초등학교,공립,3,66,0,0,454,0,0,244
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,문정초등학교,공립,1,23,0,0,193,0,0,123
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,문흥중앙초등학교,공립,3,65,0,0,363,0,0,191
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,문흥초등학교,공립,1,20,0,0,221,0,0,97
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,살레시오초등학교,사립,0,0,0,0,369,0,0,186
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,삼각초등학교,공립,2,44,1,2,514,0,0,268
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,삼정초등학교,공립,1,22,0,0,47,0,0,36
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,서일초등학교,공립,1,24,0,0,296,0,0,196
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,오정초등학교,공립,2,30,0,0,186,0,0,118
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,오치초등학교,공립,1,19,0,0,151,0,0,93
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,용두초등학교,공립,2,43,0,0,514,0,0,252
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,용주초등학교,공립,2,46,0,0,288,0,0,167
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,율곡초등학교,공립,1,20,0,0,261,0,0,108
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,일곡초등학교,공립,2,42,0,0,435,0,0,277
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,일동초등학교,공립,2,46,0,0,374,0,0,228
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,일신초등학교,공립,2,40,0,0,327,0,0,219
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,태봉초등학교,공립,2,49,0,0,712,0,0,330
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,광주광천초등학교,공립,2,43,0,0,314,0,0,138
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,광주극락초등학교,공립,1,19,0,0,145,0,0,67
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주농성초등학교,공립,2,33,0,0,278,0,0,174
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주대성초등학교,공립,2,47,0,0,454,0,0,214
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주방림초등학교,공립,2,43,0,0,367,0,0,166
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주백운초등학교,공립,2,59,0,0,372,0,0,164
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주봉주초등학교,공립,2,42,0,0,299,0,0,169
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주삼육초등학교,사립,0,0,0,0,408,0,0,204
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,광주상무초등학교,공립,2,46,0,0,339,0,0,159
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,광주서초등학교,공립,2,39,0,0,417,0,0,221
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주송원초등학교,사립,0,0,0,0,383,0,0,190
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,광주양동초등학교,공립,1,11,0,0,44,0,0,26
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주월산초등학교,공립,1,48,0,0,138,0,0,68
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주제석초등학교,공립,2,48,0,0,414,0,0,202
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주학강초등학교,공립,2,46,0,0,386,0,0,212
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,광주화정초등학교,공립,2,42,0,0,229,0,0,132
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,광주효덕초등학교,공립,3,68,3,7,550,0,0,331
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,금구초등학교,공립,2,37,0,0,376,0,0,227
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,금당초등학교,공립,1,23,0,0,251,0,0,173
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,금부초등학교,공립,2,39,2,4,307,0,0,205
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,금호초등학교,공립,1,13,0,0,178,0,0,99
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,대촌중앙초등학교,공립,2,39,0,0,129,0,0,50
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,동곡초등학교,공립,1,21,0,0,38,0,0,28
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,마재초등학교,공립,2,41,0,0,307,0,0,201
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,마지초등학교,공립,1,23,1,2,448,0,0,227
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,무학초등학교,공립,1,16,0,0,37,0,0,20
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,미산초등학교,공립,2,39,0,0,375,0,0,254
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,목련초등학교,공립,2,31,0,0,166,0,0,84
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,성진초등학교,공립,2,43,0,0,296,0,0,166
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,본량초등학교,공립,1,21,0,0,46,0,0,30
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,봉선초등학교,공립,2,35,0,0,272,0,0,170
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,비아초등학교,공립,1,19,0,0,248,0,0,145
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,산월초등학교,공립,1,23,0,0,152,0,0,81
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,삼도초등학교,공립,1,18,0,0,30,0,0,12
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,서광초등학교,공립,1,17,0,0,259,0,0,160
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,송우초등학교,공립,1,20,0,0,269,0,0,140
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,송정동초등학교,공립,1,23,0,0,321,0,0,206
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,송정서초등학교,공립,2,40,0,0,264,0,0,164
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,송정중앙초등학교,공립,1,23,0,0,267,0,0,118
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,송정초등학교,공립,2,46,0,0,489,0,0,287
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,송학초등학교,공립,1,18,0,0,56,0,0,45
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,신가초등학교,공립,1,17,0,0,91,0,0,69
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,신암초등학교,공립,3,66,0,0,622,0,0,367
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,어등초등학교,공립,2,45,0,0,342,0,0,168
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,염주초등학교,공립,2,43,0,0,417,0,0,236
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,운남초등학교,공립,3,64,0,0,521,0,0,258
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,운천초등학교,공립,2,46,0,0,418,0,0,235
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,월계초등학교,공립,3,60,0,0,417,0,0,235
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,월곡초등학교,공립,2,43,0,0,493,0,0,258
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,유덕초등학교,공립,2,40,0,0,370,0,0,181
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,유안초등학교,공립,2,42,0,0,549,0,0,318
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,유촌초등학교,공립,2,48,0,0,447,0,0,275
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,임곡초등학교,공립,1,10,0,0,27,0,0,10
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,장산초등학교,공립,2,43,0,0,368,0,0,211
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,정암초등학교,공립,2,47,0,0,366,0,0,207
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,조봉초등학교,공립,2,52,0,0,589,0,0,310
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,주월초등학교,공립,2,40,0,0,795,0,0,329
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,진만초등학교,공립,2,35,0,0,241,0,0,129
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,진월초등학교,공립,2,47,0,0,464,0,0,270
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,치평초등학교,공립,2,46,0,0,380,0,0,211
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,평동초등학교,공립,1,20,0,0,54,0,0,33
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,풍암초등학교,공립,2,51,0,0,542,0,0,264
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,풍영초등학교,공립,2,44,0,0,479,0,0,284
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,하남중앙초등학교,공립,1,20,0,0,227,0,0,119
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,하남초등학교,공립,2,46,0,0,571,0,0,233
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,화개초등학교,공립,2,46,0,0,622,0,0,328
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,화정남초등학교,공립,2,46,0,0,435,0,0,219
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,효광초등학교,공립,1,21,0,0,197,0,0,87
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,계수초등학교,공립,2,41,0,0,249,0,0,136
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,첨단초등학교,공립,2,45,0,0,266,0,0,198
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,운리초등학교,공립,1,21,0,0,374,0,0,195
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,대반초등학교,공립,3,48,0,0,391,0,0,211
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,어룡초등학교,공립,3,69,0,0,552,0,0,294
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,문우초등학교,공립,2,39,0,0,236,0,0,135
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,영천초등학교,공립,2,34,0,0,293,0,0,178
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,불로초등학교,공립,1,12,0,0,470,0,0,313
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,봉산초등학교,공립,4,94,0,0,717,0,0,405
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,월봉초등학교,공립,3,61,0,0,534,0,0,279
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,선창초등학교,공립,2,50,0,0,765,0,0,395
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,신창초등학교,공립,4,108,0,0,976,0,0,472
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,만호초등학교,공립,1,24,0,0,634,0,0,395
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,수문초등학교,공립,3,69,0,0,669,0,0,426
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,본촌초등학교,공립,3,65,0,0,730,0,0,377
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,연제초등학교,공립,2,45,0,0,581,0,0,287
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,양지초등학교,공립,1,21,0,0,497,0,0,228
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,광림초등학교,공립,2,45,0,0,493,0,0,269
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,빛고을초등학교,공립,3,63,0,0,583,0,0,303
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,도산초등학교,공립,1,16,0,0,215,0,0,127
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,한울초등학교,공립,1,24,0,0,325,0,0,164
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,하백초등학교,공립,2,50,0,0,515,0,0,274
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,진남초등학교,공립,3,66,0,0,490,0,0,275
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,산정초등학교,공립,4,102,0,0,958,0,0,410
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,고실초등학교,공립,4,81,0,0,951,0,0,476
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,장덕초등학교,공립,3,69,0,0,733,0,0,470
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,수완초등학교,공립,4,86,0,0,1152,0,0,634
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,큰별초등학교,공립,4,78,0,0,992,0,0,418
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,진제초등학교,공립,2,42,2,4,442,0,0,226
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,성덕초등학교,공립,4,89,0,0,868,0,0,341
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,선운초등학교,공립,4,96,0,0,827,0,0,275
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,신용초등학교,공립,5,106,1,8,794,0,0,310
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,건국초등학교,공립,2,50,0,0,851,0,0,310
광주광역시교육청,광주광역시서부교육지원청,광주광역시 남구,효천초등학교,공립,2,50,0,0,658,1,9,250
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,은빛초등학교,공립,1,24,0,0,537,0,0,250
광주광역시교육청,광주광역시서부교육지원청,광주광역시 광산구,새별초등학교,공립,3,60,0,0,781,0,0,283
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,광주북초등학교,공립,1,20,0,0,74,0,0,37
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,지한초등학교,공립,1,20,0,0,117,0,0,21
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전가양초등학교,공립,4,88,0,0,483,0,0,261
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전대동초등학교,공립,2,38,0,0,242,1,14,145
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전대룡초등학교,공립,2,52,0,0,344,0,0,190
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전대문초등학교,공립,3,70,0,0,195,0,0,112
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전대신초등학교,공립,1,29,0,0,50,1,9,31
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전대암초등학교,공립,2,31,0,0,121,0,0,63
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전대양초등학교,공립,2,50,0,0,312,0,0,197
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전대화초등학교,공립,2,27,0,0,169,0,0,102
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전대흥초등학교,공립,3,64,0,0,437,0,0,198
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전동광초등학교,공립,2,24,0,0,105,0,0,62
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전동도초등학교,공립,2,36,0,0,128,1,12,56
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전동문초등학교,공립,2,50,0,0,260,0,0,137
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전동산초등학교,공립,3,58,0,0,252,0,0,121
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전매봉초등학교,공립,5,110,1,3,602,0,0,356
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전목동초등학교,공립,3,70,0,0,506,0,0,250
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전목상초등학교,공립,1,22,1,20,290,0,0,138
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전문성초등학교,공립,2,38,0,0,131,0,0,66
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전문창초등학교,공립,1,21,0,0,122,0,0,59
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전문화초등학교,공립,2,35,0,0,236,1,12,120
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전버드내초등학교,공립,3,71,0,0,693,0,0,376
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전법동초등학교,공립,2,37,0,0,261,0,0,129
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전보성초등학교,공립,2,36,0,0,261,0,0,143
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전보운초등학교,공립,3,57,0,0,124,0,0,68
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전산성초등학교,공립,3,67,0,0,474,0,0,247
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전삼성초등학교,공립,2,34,0,0,115,0,0,61
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전석교초등학교,공립,3,70,0,0,192,0,0,111
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전석봉초등학교,공립,2,42,0,0,80,0,0,55
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전선화초등학교,공립,1,23,0,0,115,0,0,50
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전성남초등학교,공립,3,47,0,0,388,0,0,168
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전송촌초등학교,공립,3,79,0,0,579,0,0,372
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전신평초등학교,공립,2,47,0,0,338,0,0,182
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전신흥초등학교,공립,5,109,0,0,540,0,0,255
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전양지초등학교,공립,2,42,0,0,226,0,0,130
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전오류초등학교,공립,2,42,0,0,194,0,0,120
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전옥계초등학교,공립,2,45,0,0,204,1,21,102
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전용운초등학교,공립,2,41,0,0,111,0,0,67
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전용전초등학교,공립,3,69,0,0,569,0,0,308
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전원평초등학교,공립,2,51,0,0,245,0,0,125
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전유평초등학교,공립,2,53,0,0,280,0,0,162
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전자양초등학교,공립,2,36,0,0,120,0,0,68
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전중리초등학교,공립,3,52,0,0,291,0,0,202
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전중앙초등학교,공립,2,36,1,18,343,0,0,201
대전광역시교육청,대전광역시동부교육지원청,대전광역시 대덕구,대전중원초등학교,공립,3,72,0,0,351,0,0,181
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전중촌초등학교,공립,2,33,0,0,133,0,0,79
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전천동초등학교,공립,4,89,0,0,757,0,0,334
대전광역시교육청,대전광역시동부교육지원청,대전광역시 중구,대전태평초등학교,공립,2,69,0,0,463,0,0,229
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전판암초등학교,공립,2,38,0,0,326,0,0,166
대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,대전현암초등학교,공립,2,40,0,0,161,0,0,111
