시도교육청,지역교육청,지역,학교명,설립구분,인적자원운용,학생복지/교육격차해소,기본적교육활동,선택적교육활동,교육활동지원,학교일반운영,학교시설확충,학교재무활동
서울특별시교육청,교육부,서울특별시 서초구,서울교육대학교부설초등학교,국립,"62,424,000","75,563,000","298,905,000","41,066,000","117,811,000","198,808,000",0,"433,000"
서울특별시교육청,교육부,서울특별시 종로구,서울대학교사범대학부설초등학교,국립,"124,689,000","799,534,000","349,600,000","1,237,080,000","433,220,000","229,013,000",0,"7,300,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울개원초등학교,공립,"24,710,000","111,384,000","82,592,000","34,033,000","65,512,000","192,403,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울개일초등학교,공립,"38,292,000","53,015,000","103,648,000","39,135,000","104,423,000","202,184,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울구룡초등학교,공립,"32,030,000","46,584,000","69,777,000","63,889,000","83,166,000","218,378,000","3,512,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울논현초등학교,공립,"32,850,000","138,230,000","205,836,000","317,978,000","90,632,000","414,122,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대곡초등학교,공립,"53,310,000","88,897,000","76,322,000","27,112,000","72,082,000","279,726,000","20,000,000","5,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대도초등학교,공립,"70,046,000","1,271,474,000","97,192,000","36,316,000","109,736,000","293,561,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대모초등학교,공립,"50,300,000","66,734,000","101,003,000","33,650,000","129,866,000","236,061,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대왕초등학교,공립,"47,480,000","154,925,000","313,662,000","39,765,000","122,171,000","240,234,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대진초등학교,공립,"28,540,000","39,814,000","163,795,000","219,534,000","76,613,000","180,531,000",0,"1,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대청초등학교,공립,"21,370,000","209,278,000","99,690,000","31,387,000","92,433,000","157,365,000","13,627,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대치초등학교,공립,"11,000,000","78,423,000","106,648,000","53,281,000","106,536,000","255,031,000","47,726,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대현초등학교,공립,"42,735,000","57,362,000","104,522,000","30,030,000","94,825,000","224,690,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울도곡초등학교,공립,"34,650,000","36,118,000","119,995,000","37,300,000","124,887,000","571,353,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울도성초등학교,공립,"57,800,000","1,138,086,000","125,059,000","646,172,000","130,994,000","258,274,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울반원초등학교,공립,"67,800,000","86,838,000","419,894,000","1,185,927,000","132,303,000","250,984,000",0,"5,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울반포초등학교,공립,"51,025,000","848,738,000","55,432,000","98,753,000","119,347,000","249,102,000",0,"1,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울방배초등학교,공립,"49,720,000","729,593,000","104,961,000","22,800,000","123,505,000","260,252,000","2,500,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울방일초등학교,공립,"51,895,000","708,474,000","205,727,000","626,953,000","126,055,000","217,792,000",0,"3,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울방현초등학교,공립,"27,737,000","243,192,000","138,493,000","411,950,000","88,594,000","190,883,000",0,"10,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울봉은초등학교,공립,"26,920,000","67,619,000","84,052,000","148,020,000","76,250,000","196,012,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울삼릉초등학교,공립,"41,754,000","402,895,000","69,694,000","392,287,000","89,136,000","154,531,000","20,000,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울서래초등학교,공립,"60,155,000","73,114,000","286,416,000","758,402,000","127,416,000","242,884,000",0,"3,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울서원초등학교,공립,"50,900,000","683,435,000","139,875,000","45,317,000","113,549,000","234,112,000","2,000,000","1,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울서이초등학교,공립,"62,300,000","63,093,000","74,695,000","48,325,000","125,664,000","249,240,000",0,"14,950,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울서일초등학교,공립,"5,910,000","54,735,000","90,993,000","35,613,000","86,667,000","170,231,000","15,000,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울서초초등학교,공립,"44,070,000","576,095,000","264,180,000","650,030,000","106,255,000","269,001,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울수서초등학교,공립,"23,310,000","42,521,000","71,264,000","33,412,000","87,116,000","211,477,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울신구초등학교,공립,"48,920,000","50,830,000","110,222,000","29,065,000","109,059,000","334,156,000","269,500,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울신동초등학교,공립,"62,650,000","1,084,718,000","259,638,000","730,672,000","196,709,000","186,980,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울신중초등학교,공립,"51,735,000","63,196,000","238,905,000","660,051,000","114,616,000","205,156,000",0,"2,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울압구정초등학교,공립,"9,900,000","61,207,000","57,182,000","44,050,000","149,000,000","187,607,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울양재초등학교,공립,"36,648,000","428,131,000","106,224,000","44,184,000","94,004,000","235,365,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울양전초등학교,공립,"40,070,000","33,115,000","66,448,000","35,765,000","103,392,000","212,414,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울언남초등학교,공립,"54,830,000","59,973,000","165,063,000","37,311,000","94,463,000","346,048,000","32,546,000","10,160,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울언북초등학교,공립,"79,440,000","93,581,000","116,218,000","33,694,000","198,382,000","450,895,000","189,986,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울언주초등학교,공립,"69,650,000","68,550,000","150,634,000","40,768,000","126,870,000","256,430,000","70,000,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울역삼초등학교,공립,"31,540,000","366,921,000","164,954,000","492,396,000","125,082,000","208,584,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울영희초등학교,공립,"35,690,000","47,892,000","95,002,000","39,865,000","117,916,000","391,637,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울왕북초등학교,공립,"38,200,000","516,076,000","207,084,000","37,845,000","128,268,000","211,669,000",0,"5,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울우암초등학교,공립,"31,810,000","26,932,000","85,762,000","42,465,000","110,958,000","176,354,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울원명초등학교,공립,"54,630,000","51,009,000","64,819,000","49,707,000","128,380,000","244,138,000","12,993,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울원촌초등학교,공립,"59,394,000","63,472,000","125,278,000","62,021,000","107,074,000","200,074,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울이수초등학교,공립,"48,510,000","525,911,000","120,349,000","226,608,000","124,847,000","194,781,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울일원초등학교,공립,"34,720,000","363,175,000","66,482,000","36,620,000","96,622,000","199,045,000","15,000,000","1,000,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울잠원초등학교,공립,"71,810,000","87,102,000","307,568,000","114,207,000","159,918,000","298,058,000",0,0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울청담초등학교,공립,"38,535,000","389,158,000","227,081,000","426,321,000","110,150,000","227,949,000",0,"500,000"
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울포이초등학교,공립,"36,450,000","69,728,000","100,315,000","17,200,000","167,720,000","348,765,000","99,000,000",0
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울학동초등학교,공립,"16,690,000","34,658,000","60,847,000","23,495,000","92,199,000","223,135,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울가동초등학교,공립,"62,010,000","678,110,000","269,688,000","775,309,000","123,836,000","203,876,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울가원초등학교,공립,"41,250,000","448,084,000","248,031,000","538,052,000","107,714,000","260,764,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울가주초등학교,공립,"54,470,000","669,210,000","255,351,000","501,915,000","100,439,000","252,091,000","15,000,000","1,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울강동초등학교,공립,"47,210,000","519,498,000","195,651,000","318,437,000","99,372,000","262,597,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울강일초등학교,공립,"68,530,000","818,940,000","235,070,000","105,065,000","118,182,000","271,247,000",0,"300,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울거여초등학교,공립,"39,430,000","392,505,000","194,150,000","296,542,000","105,233,000","210,683,000",0,"3,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울거원초등학교,공립,"45,680,000","550,884,000","215,106,000","499,320,000","157,934,000","230,999,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울고덕초등학교,공립,"30,715,000","220,552,000","124,085,000","117,365,000","101,469,000","205,343,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울고명초등학교,공립,"8,460,000","45,117,000","104,088,000","521,600,000","58,961,000","320,619,000","14,255,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울길동초등학교,공립,"47,940,000","637,912,000","223,292,000","371,504,000","122,609,000","247,447,000","6,500,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울남천초등학교,공립,"40,260,000","443,718,000","209,812,000","345,190,000","91,113,000","252,597,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울대명초등학교,공립,"54,240,000","639,165,000","286,347,000","719,314,000","99,440,000","253,144,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울마천초등학교,공립,"59,831,000","676,832,000","287,153,000","422,581,000","122,371,000","293,886,000",0,"1,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울명덕초등학교,공립,"65,490,000","89,165,000","308,249,000","566,753,000","140,547,000","260,030,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울명원초등학교,공립,"42,660,000","529,659,000","262,741,000","466,516,000","114,197,000","265,296,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울명일초등학교,공립,"65,791,000","64,198,000","103,019,000","42,566,000","127,005,000","276,473,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울묘곡초등학교,공립,"67,770,000","984,156,000","360,576,000","558,282,000","136,143,000","224,341,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울문덕초등학교,공립,"41,000,000","439,922,000","229,024,000","347,978,000","98,503,000","198,946,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울문정초등학교,공립,"57,900,000","625,733,000","374,389,000","67,390,000","117,182,000","274,658,000","2,400,000","10,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울방산초등학교,공립,"44,400,000","517,875,000","297,404,000","772,636,000","94,862,000","200,019,000",0,"2,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울방이초등학교,공립,"42,760,000","510,541,000","190,012,000","392,576,000","101,222,000","233,581,000",0,"1,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울삼전초등학교,공립,"50,160,000","700,254,000","272,748,000","74,446,000","150,021,000","259,515,000",0,"5,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울상일초등학교,공립,"23,430,000","259,940,000","179,257,000","209,161,000","86,589,000","185,746,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울석촌초등학교,공립,"41,870,000","679,755,000","191,255,000","420,820,000","133,575,000","269,055,000","3,544,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울선린초등학교,공립,"29,280,000","30,023,000","76,884,000","33,766,000","105,213,000","231,146,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울선사초등학교,공립,"58,000,000","590,673,000","247,992,000","689,265,000","108,134,000","238,797,000","18,148,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울성내초등학교,공립,"64,845,000","738,330,000","321,770,000","459,933,000","118,615,000","309,180,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울성일초등학교,공립,"60,100,000","928,351,000","247,403,000","140,619,000","134,788,000","349,637,000","130,000,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울세륜초등학교,공립,"40,680,000","534,577,000","195,832,000","643,598,000","112,157,000","211,182,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울송전초등학교,공립,"46,596,000","594,668,000","278,873,000","484,965,000","135,454,000","202,287,000","3,000,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울송파초등학교,공립,"50,420,000","34,098,000","78,491,000","460,024,000","113,852,000","234,361,000","25,000,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울신가초등학교,공립,"46,425,000","542,906,000","228,130,000","399,296,000","151,056,000","258,867,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울신명초등학교,공립,"51,882,000","441,314,000","132,806,000","301,800,000","95,356,000","235,508,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울신암초등학교,공립,"13,160,000","38,163,000","199,912,000","63,960,000","116,381,000","264,424,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울신천초등학교,공립,"40,140,000","30,745,000","110,699,000","41,298,000","111,944,000","217,025,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울아주초등학교,공립,"33,920,000","399,478,000","190,002,000","426,507,000","87,392,000","247,053,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울영풍초등학교,공립,"45,730,000","453,787,000","186,103,000","34,661,000","131,836,000","229,732,000",0,"3,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울오금초등학교,공립,"40,660,000","448,966,000","232,615,000","786,144,000","93,955,000","224,484,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울오륜초등학교,공립,"36,200,000","472,863,000","186,649,000","438,546,000","102,211,000","206,395,000",0,"3,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울잠동초등학교,공립,"43,960,000","512,876,000","252,092,000","637,232,000","122,486,000","211,738,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울잠신초등학교,공립,"64,910,000","1,179,660,000","432,505,000","887,335,000","137,287,000","260,665,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울잠실초등학교,공립,"62,318,000","787,614,000","569,876,000","1,009,886,000","119,075,000","235,106,000",0,"4,000,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울잠일초등학교,공립,"77,890,000","1,470,594,000","586,894,000","1,521,365,000","198,476,000","307,546,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울잠전초등학교,공립,"43,610,000","487,282,000","160,030,000","637,475,000","150,399,000","199,010,000","5,000,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울중대초등학교,공립,"67,790,000","1,411,098,000","191,706,000","644,779,000","247,669,000","263,958,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울천동초등학교,공립,"57,570,000","599,421,000","268,521,000","652,816,000","110,544,000","240,489,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울천일초등학교,공립,"31,460,000","281,267,000","167,445,000","213,351,000","94,102,000","196,061,000","23,400,000",0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울천호초등학교,공립,"54,400,000","703,490,000","221,250,000","508,725,000","106,956,000","254,238,000","171,628,000","2,500,000"
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울토성초등학교,공립,"56,435,000","582,828,000","193,264,000","703,440,000","128,107,000","234,046,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울평화초등학교,공립,"26,640,000","237,979,000","154,787,000","235,948,000","75,580,000","193,598,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울풍납초등학교,공립,"43,450,000","367,484,000","177,061,000","38,347,000","135,751,000","247,534,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울풍성초등학교,공립,"29,510,000","215,143,000","190,448,000","165,554,000","87,264,000","189,146,000",0,0
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,서울한산초등학교,공립,"51,000,000","734,210,000","190,311,000","472,685,000","120,080,000","231,916,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울가곡초등학교,공립,"40,020,000","128,882,000","229,902,000","347,785,000","91,346,000","267,526,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울가양초등학교,공립,"16,900,000","339,840,000","121,589,000","129,911,000","68,862,000","187,079,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울갈산초등학교,공립,"49,761,000","140,297,000","243,163,000","690,050,000","92,045,000","217,443,000","3,000,000","5,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울강서초등학교,공립,"66,460,000","138,246,000","303,274,000","61,181,000","116,042,000","248,097,000","3,000,000",0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울강신초등학교,공립,"48,710,000","739,225,000","238,498,000","676,495,000","104,244,000","261,998,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울강월초등학교,공립,"49,680,000","61,700,000","98,752,000","43,666,000","95,550,000","287,512,000",0,"10,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울개화초등학교,공립,"16,988,000","203,697,000","116,484,000","35,678,000","83,993,000","190,198,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울경인초등학교,공립,"44,875,000","188,427,000","331,534,000","559,262,000","99,096,000","228,313,000",0,"100,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울계남초등학교,공립,"49,335,000","226,109,000","228,015,000","519,812,000","111,046,000","242,077,000","4,000,000",0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울공진초등학교,공립,"92,600,000","160,229,000","315,765,000","114,445,000","153,389,000","269,994,000","2,500,000","2,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울공항초등학교,공립,"61,890,000","1,015,652,000","293,637,000","786,618,000","112,276,000","290,304,000",0,"10,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울남명초등학교,공립,"32,000,000","88,603,000","112,788,000","72,117,000","91,473,000","202,396,000",0,"100,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울내발산초등학교,공립,"63,171,000","98,464,000","831,938,000","982,093,000","137,773,000","248,001,000",0,"5,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울등명초등학교,공립,"25,910,000","183,293,000","125,855,000","118,923,000","80,022,000","140,122,000",0,"8,614,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울등서초등학교,공립,"35,357,000","291,477,000","77,601,000","269,425,000","92,870,000","185,167,000",0,"15,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울등양초등학교,공립,"24,430,000","189,029,000","87,832,000","200,600,000","88,462,000","185,872,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울등원초등학교,공립,"22,990,000","242,911,000","143,184,000","124,786,000","82,778,000","195,763,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울등촌초등학교,공립,"35,400,000","94,051,000","133,705,000","379,618,000","102,780,000","214,140,000",0,"1,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울등현초등학교,공립,"43,713,000","489,538,000","170,703,000","191,531,000","107,438,000","217,912,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울목동초등학교,공립,"66,580,000","138,744,000","342,575,000","966,817,000","99,932,000","306,564,000","4,800,000",0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울목원초등학교,공립,"31,600,000","79,339,000","191,241,000","40,315,000","102,362,000","181,179,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울발산초등학교,공립,"66,820,000","54,219,000","135,661,000","38,942,000","130,744,000","251,516,000","2,000,000","5,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울방화초등학교,공립,"53,742,000","82,775,000","172,133,000","37,665,000","84,257,000","165,281,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울백석초등학교,공립,"42,415,000","76,389,000","156,596,000","203,785,000","99,062,000","212,286,000",0,"3,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울삼정초등학교,공립,"24,860,000","82,322,000","92,720,000","159,460,000","85,933,000","195,955,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울서정초등학교,공립,"42,345,000","138,275,000","250,897,000","519,266,000","113,977,000","246,273,000",0,"2,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울송정초등학교,공립,"42,040,000","721,636,000","288,107,000","436,799,000","159,271,000","324,725,000",0,"10,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울송화초등학교,공립,"67,940,000","921,917,000","307,438,000","558,736,000","124,651,000","271,988,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울신강초등학교,공립,"38,200,000","63,520,000","121,273,000","80,818,000","93,551,000","236,423,000",0,"3,500,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울신곡초등학교,공립,"38,520,000","561,222,000","209,254,000","241,769,000","147,858,000","231,443,000",0,"7,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울신남초등학교,공립,"23,810,000","271,938,000","116,899,000","255,670,000","86,005,000","188,553,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울신목초등학교,공립,"49,170,000","709,160,000","246,622,000","698,470,000","107,148,000","234,705,000",0,"10,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울신서초등학교,공립,"60,470,000","77,423,000","226,895,000","689,065,000","113,008,000","235,995,000",0,"5,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울신원초등학교,공립,"35,460,000","401,476,000","178,501,000","491,067,000","100,843,000","232,640,000",0,"1,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울신월초등학교,공립,"43,020,000","111,665,000","231,600,000","408,803,000","89,858,000","233,007,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울신정초등학교,공립,"87,080,000","88,911,000","174,588,000","21,000,000","128,320,000","428,094,000","68,000,000",0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울양강초등학교,공립,"41,135,000","509,227,000","211,951,000","559,740,000","104,181,000","234,732,000",0,"10,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울양동초등학교,공립,"9,420,000","80,733,000","194,807,000","260,920,000","119,998,000","170,100,000",0,"300,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울양명초등학교,공립,"33,070,000","529,807,000","173,534,000","273,104,000","109,953,000","262,320,000",0,"11,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울양목초등학교,공립,"50,205,000","788,160,000","289,924,000","361,107,000","109,436,000","279,944,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울양원초등학교,공립,"27,990,000","305,806,000","186,058,000","175,740,000","96,185,000","185,619,000",0,"10,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울양천초등학교,공립,"36,750,000","39,715,000","180,832,000","308,032,000","104,273,000","178,685,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울양화초등학교,공립,"49,330,000","689,220,000","222,285,000","592,651,000","109,511,000","233,302,000",0,"6,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울염강초등학교,공립,"22,155,000","214,314,000","161,853,000","131,450,000","92,624,000","153,412,000",0,"1,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울염동초등학교,공립,"50,011,000","770,389,000","254,201,000","533,592,000","133,268,000","207,737,000",0,"3,329,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울염창초등학교,공립,"44,300,000","115,538,000","253,193,000","776,219,000","106,942,000","217,079,000",0,"5,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울영도초등학교,공립,"69,540,000","841,831,000","303,284,000","565,420,000","124,656,000","233,065,000","25,000,000","534,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울우장초등학교,공립,"45,170,000","601,308,000","258,177,000","274,685,000","100,402,000","268,113,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,서울월정초등학교,공립,"64,460,000","93,312,000","200,431,000","509,125,000","166,368,000","274,837,000",0,"3,000,000"
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울월촌초등학교,공립,"49,650,000","140,610,000","411,928,000","427,578,000","99,870,000","233,659,000",0,0
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울은정초등학교,공립,"24,200,000","262,054,000","69,629,000","82,086,000","87,200,000","221,202,000",0,"100,000"
